ISIN,SP_rating,Moody_rating,Currency,Is_Emerging_Market,Seniority,Callable,Days_to_Settle,Issue_Date,Collateral_Type,Coupon_Frequency,Coupon_Type,Maturity_Date,Industry_Group,Industry_Sector,Industry_SubGroup,Issuer_Name,Ticker,Country_Of_Domicile,Risk_Stripe
ISIN453,sp_rating12,moody_rating10,Currency3,N,Seniority4,Y,3,18-May-15,Collateral Type2,Coupon Frequency1,Coupon Type0,18-May-25,Industry Group11,Industry Sector1,Industry SubGroup53,Issuer Name182,Ticker141,Country6,Stripe 6
ISIN454,sp_rating2,moody_rating16,Currency3,N,Seniority1,Y,3,19-Jan-06,Collateral Type1,Coupon Frequency1,Coupon Type1,19-Jan-49,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name183,Ticker12,Country6,Stripe 3
ISIN455,sp_rating3,moody_rating3,Currency3,N,Seniority0,N,3,22-May-15,Collateral Type2,Coupon Frequency1,Coupon Type0,22-May-20,Industry Group7,Industry Sector5,Industry SubGroup8,Issuer Name184,Ticker142,Country6,Stripe 7
ISIN456,sp_rating2,moody_rating5,Currency3,N,Seniority0,N,3,23-Jan-14,Collateral Type0,Coupon Frequency1,Coupon Type0,1-Feb-24,Industry Group28,Industry Sector8,Industry SubGroup39,Issuer Name161,Ticker124,Country14,Stripe 0
ISIN457,sp_rating12,moody_rating11,Currency3,N,Seniority1,Y,2,18-Sep-85,Collateral Type1,Coupon Frequency1,Coupon Type3,18-Mar-49,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name95,Ticker85,Country7,Stripe 3
ISIN458,sp_rating0,moody_rating10,Currency2,N,Seniority0,N,2,23-Aug-94,Collateral Type0,Coupon Frequency0,Coupon Type0,26-Mar-20,Industry Group17,Industry Sector6,Industry SubGroup22,Issuer Name185,Ticker143,Country7,Stripe 9
ISIN459,sp_rating12,moody_rating0,Currency2,N,Seniority0,N,2,15-Dec-97,Collateral Type2,Coupon Frequency0,Coupon Type0,15-Dec-22,Industry Group3,Industry Sector3,Industry SubGroup60,Issuer Name186,Ticker144,Country7,Stripe 9
ISIN460,sp_rating15,moody_rating1,Currency2,N,Seniority0,N,2,19-Nov-98,Collateral Type2,Coupon Frequency0,Coupon Type0,7-Jun-21,Industry Group8,Industry Sector2,Industry SubGroup51,Issuer Name134,Ticker110,Country6,Stripe 4
ISIN461,sp_rating5,moody_rating10,Currency2,N,Seniority0,N,2,17-Dec-98,Collateral Type2,Coupon Frequency0,Coupon Type0,17-Dec-18,Industry Group12,Industry Sector4,Industry SubGroup17,Issuer Name187,Ticker145,Country7,Stripe 9
ISIN462,sp_rating0,moody_rating10,Currency2,N,Seniority0,N,2,18-May-99,Collateral Type0,Coupon Frequency0,Coupon Type0,7-Dec-28,Industry Group17,Industry Sector6,Industry SubGroup22,Issuer Name185,Ticker143,Country7,Stripe 9
ISIN463,sp_rating4,moody_rating16,Currency3,N,Seniority1,Y,2,25-May-99,Collateral Type1,Coupon Frequency1,Coupon Type0,30-Jun-31,Industry Group5,Industry Sector2,Industry SubGroup45,Issuer Name126,Ticker35,Country6,Stripe 3
ISIN464,sp_rating0,moody_rating10,Currency2,N,Seniority2,N,2,16-Aug-99,Collateral Type3,Coupon Frequency0,Coupon Type0,16-Aug-19,Industry Group5,Industry Sector2,Industry SubGroup45,Issuer Name188,Ticker84,Country7,Stripe 10
ISIN465,sp_rating6,moody_rating7,Currency2,N,Seniority2,N,2,31-Aug-99,Collateral Type3,Coupon Frequency0,Coupon Type0,30-Aug-19,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name39,Ticker35,Country5,Stripe 10
ISIN466,sp_rating9,moody_rating11,Currency2,N,Seniority0,N,2,14-Dec-99,Collateral Type2,Coupon Frequency0,Coupon Type0,16-Dec-24,Industry Group36,Industry Sector3,Industry SubGroup61,Issuer Name189,Ticker146,Country7,Stripe 9
ISIN467,sp_rating6,moody_rating13,Currency2,N,Seniority0,N,2,14-Dec-99,Collateral Type0,Coupon Frequency0,Coupon Type0,14-Dec-29,Industry Group12,Industry Sector4,Industry SubGroup17,Issuer Name179,Ticker138,Country7,Stripe 9
ISIN468,sp_rating16,moody_rating15,Currency2,N,Seniority0,N,2,31-Jan-00,Collateral Type0,Coupon Frequency0,Coupon Type0,31-Jan-30,Industry Group37,Industry Sector4,Industry SubGroup62,Issuer Name190,Ticker147,Country6,Stripe 9
ISIN469,sp_rating9,moody_rating11,Currency2,N,Seniority0,N,2,3-Feb-00,Collateral Type0,Coupon Frequency0,Coupon Type0,3-Feb-20,Industry Group24,Industry Sector5,Industry SubGroup63,Issuer Name191,Ticker148,Country6,Stripe 9
ISIN470,sp_rating12,,Currency2,N,Seniority0,N,2,30-May-00,Collateral Type2,Coupon Frequency0,Coupon Type0,30-Jun-16,Industry Group15,Industry Sector1,Industry SubGroup20,Issuer Name192,Ticker149,Country7,Stripe 5
ISIN471,sp_rating12,moody_rating0,Currency2,N,Seniority0,N,2,6-Jul-00,Collateral Type2,Coupon Frequency1,Coupon Type0,15-Jun-30,Industry Group17,Industry Sector6,Industry SubGroup22,Issuer Name193,Ticker150,Country8,Stripe 9
ISIN472,sp_rating1,moody_rating10,Currency2,N,Seniority2,N,2,5-Oct-00,Collateral Type2,Coupon Frequency0,Coupon Type0,5-Oct-20,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name194,Ticker104,Country6,Stripe 10
ISIN473,sp_rating8,moody_rating18,Currency2,N,Seniority0,N,2,19-Dec-00,Collateral Type0,Coupon Frequency1,Coupon Type0,19-Dec-30,Industry Group24,Industry Sector5,Industry SubGroup64,Issuer Name195,Ticker151,Country6,Stripe 9
ISIN474,sp_rating0,moody_rating11,Currency2,N,Seniority2,N,2,15-Dec-00,Collateral Type3,Coupon Frequency0,Coupon Type0,15-Dec-20,Industry Group2,Industry Sector2,Industry SubGroup2,Issuer Name2,Ticker2,Country1,Stripe 10
ISIN475,sp_rating10,moody_rating1,Currency2,N,Seniority0,N,2,18-Jul-01,Collateral Type0,Coupon Frequency0,Coupon Type0,18-Jul-31,Industry Group3,Industry Sector3,Industry SubGroup29,Issuer Name62,Ticker55,Country1,Stripe 9
ISIN476,sp_rating2,moody_rating16,Currency2,N,Seniority0,N,2,23-Aug-01,Collateral Type0,Coupon Frequency1,Coupon Type0,23-Aug-16,Industry Group18,Industry Sector5,Industry SubGroup24,Issuer Name196,Ticker152,Country7,Stripe 5
ISIN477,sp_rating1,moody_rating17,Currency2,N,Seniority2,N,2,14-Sep-01,Collateral Type3,Coupon Frequency0,Coupon Type0,14-Sep-26,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name116,Ticker100,Country7,Stripe 10
ISIN478,sp_rating0,moody_rating0,Currency2,N,Seniority2,Y,2,14-Nov-01,Collateral Type3,Coupon Frequency0,Coupon Type1,14-Nov-36,Industry Group2,Industry Sector2,Industry SubGroup7,Issuer Name197,Ticker153,Country7,Stripe 10
ISIN479,sp_rating9,moody_rating11,Currency2,N,Seniority0,N,2,19-Dec-01,Collateral Type0,Coupon Frequency0,Coupon Type0,7-Jun-32,Industry Group3,Industry Sector3,Industry SubGroup60,Issuer Name198,Ticker154,Country7,Stripe 9
ISIN480,sp_rating9,moody_rating11,Currency2,N,Seniority2,N,2,19-Dec-01,Collateral Type3,Coupon Frequency0,Coupon Type0,19-Dec-31,Industry Group2,Industry Sector2,Industry SubGroup7,Issuer Name199,Ticker155,Country7,Stripe 10
ISIN481,,moody_rating21,Currency0,N,Seniority1,Y,2,19-Feb-02,Collateral Type1,Coupon Frequency0,Coupon Type2,29-Jun-49,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name200,Ticker36,Country3,Stripe 3
ISIN482,sp_rating9,moody_rating11,Currency2,N,Seniority0,N,2,23-Apr-02,Collateral Type0,Coupon Frequency0,Coupon Type0,23-Apr-32,Industry Group24,Industry Sector5,Industry SubGroup63,Issuer Name191,Ticker148,Country6,Stripe 9
ISIN483,sp_rating15,moody_rating1,Currency2,N,Seniority0,N,2,17-May-02,Collateral Type2,Coupon Frequency0,Coupon Type0,15-Dec-17,Industry Group8,Industry Sector2,Industry SubGroup51,Issuer Name134,Ticker110,Country6,Stripe 4
ISIN484,sp_rating12,moody_rating0,Currency2,N,Seniority0,N,2,29-May-02,Collateral Type2,Coupon Frequency0,Coupon Type0,7-Jun-32,Industry Group3,Industry Sector3,Industry SubGroup13,Issuer Name129,Ticker107,Country8,Stripe 9
ISIN485,sp_rating12,moody_rating0,Currency2,N,Seniority0,N,2,7-Jun-02,Collateral Type0,Coupon Frequency0,Coupon Type0,7-Jun-27,Industry Group3,Industry Sector3,Industry SubGroup60,Issuer Name201,Ticker156,Country7,Stripe 9
ISIN486,sp_rating2,moody_rating13,Currency3,N,Seniority1,Y,2,25-Sep-02,Collateral Type1,Coupon Frequency1,Coupon Type1,15-Jun-49,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name116,Ticker100,Country7,Stripe 3
ISIN487,sp_rating12,moody_rating0,Currency2,N,Seniority0,N,2,26-Nov-02,Collateral Type0,Coupon Frequency0,Coupon Type0,26-Nov-32,Industry Group17,Industry Sector6,Industry SubGroup57,Issuer Name171,Ticker132,Country7,Stripe 9
ISIN488,sp_rating6,moody_rating13,Currency2,N,Seniority0,N,2,13-Dec-02,Collateral Type0,Coupon Frequency0,Coupon Type0,13-Dec-19,Industry Group12,Industry Sector4,Industry SubGroup17,Issuer Name179,Ticker138,Country7,Stripe 9
ISIN489,sp_rating6,moody_rating13,Currency2,N,Seniority0,N,2,13-Dec-02,Collateral Type0,Coupon Frequency0,Coupon Type0,13-Jan-33,Industry Group12,Industry Sector4,Industry SubGroup17,Issuer Name179,Ticker138,Country7,Stripe 9
ISIN490,sp_rating7,moody_rating8,Currency3,N,Seniority1,Y,2,5-Dec-02,Collateral Type2,Coupon Frequency2,Coupon Type0,31-Mar-49,Industry Group5,Industry Sector2,Industry SubGroup45,Issuer Name202,Ticker13,Country6,Stripe 3
ISIN491,sp_rating0,moody_rating17,Currency2,N,Seniority2,N,2,30-Jan-03,Collateral Type3,Coupon Frequency0,Coupon Type0,30-Jan-18,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name159,Ticker123,Country1,Stripe 10
ISIN492,sp_rating10,moody_rating1,Currency0,N,Seniority0,N,2,21-Feb-03,Collateral Type0,Coupon Frequency0,Coupon Type0,21-Feb-33,Industry Group3,Industry Sector3,Industry SubGroup29,Issuer Name62,Ticker55,Country1,Stripe 6
ISIN493,sp_rating8,moody_rating9,Currency0,N,Seniority0,N,2,14-Mar-03,Collateral Type2,Coupon Frequency0,Coupon Type0,14-Mar-18,Industry Group9,Industry Sector1,Industry SubGroup12,Issuer Name15,Ticker14,Country8,Stripe 5
ISIN494,sp_rating3,moody_rating3,Currency2,N,Seniority2,Y,2,16-Apr-03,Collateral Type3,Coupon Frequency0,Coupon Type1,21-Jun-28,Industry Group2,Industry Sector2,Industry SubGroup56,Issuer Name203,Ticker157,Country5,Stripe 10
ISIN495,sp_rating9,moody_rating11,Currency0,N,Seniority0,N,2,18-Jun-03,Collateral Type0,Coupon Frequency0,Coupon Type0,18-Jun-18,Industry Group3,Industry Sector3,Industry SubGroup60,Issuer Name204,Ticker158,Country14,Stripe 6
ISIN496,sp_rating9,moody_rating0,Currency3,N,Seniority1,Y,2,23-Jun-03,Collateral Type1,Coupon Frequency2,Coupon Type0,23-Jun-49,Industry Group2,Industry Sector2,Industry SubGroup7,Issuer Name199,Ticker155,Country7,Stripe 10
ISIN497,sp_rating12,moody_rating17,Currency2,N,Seniority2,N,2,1-Aug-03,Collateral Type3,Coupon Frequency0,Coupon Type0,12-Dec-18,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name118,Ticker101,Country6,Stripe 10
ISIN498,sp_rating9,moody_rating3,Currency2,N,Seniority2,N,2,22-Aug-03,Collateral Type3,Coupon Frequency0,Coupon Type0,22-Aug-33,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name95,Ticker85,Country7,Stripe 10
ISIN499,sp_rating0,moody_rating10,Currency0,N,Seniority0,N,2,29-Sep-03,Collateral Type2,Coupon Frequency0,Coupon Type0,29-Sep-23,Industry Group3,Industry Sector3,Industry SubGroup3,Issuer Name205,Ticker108,Country8,Stripe 6
ISIN500,sp_rating0,moody_rating0,Currency2,N,Seniority1,Y,2,29-Sep-03,Collateral Type1,Coupon Frequency0,Coupon Type1,29-Sep-49,Industry Group2,Industry Sector2,Industry SubGroup7,Issuer Name197,Ticker153,Country7,Stripe 10
ISIN501,sp_rating3,moody_rating3,Currency2,N,Seniority2,Y,2,2-Oct-03,Collateral Type2,Coupon Frequency0,Coupon Type1,2-Oct-49,Industry Group2,Industry Sector2,Industry SubGroup2,Issuer Name206,Ticker159,Country7,Stripe 10
ISIN502,sp_rating6,moody_rating17,Currency0,N,Seniority1,Y,2,14-Oct-03,Collateral Type1,Coupon Frequency0,Coupon Type1,14-Oct-49,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name138,Ticker84,Country7,Stripe 3
ISIN503,sp_rating0,moody_rating11,Currency0,N,Seniority1,Y,2,29-Oct-03,Collateral Type1,Coupon Frequency2,Coupon Type3,29-Jan-49,Industry Group2,Industry Sector2,Industry SubGroup2,Issuer Name2,Ticker2,Country1,Stripe 11
ISIN504,sp_rating9,moody_rating0,Currency2,N,Seniority0,N,2,4-Dec-03,Collateral Type0,Coupon Frequency1,Coupon Type0,4-Dec-19,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name115,Ticker99,Country6,Stripe 10
ISIN505,sp_rating12,moody_rating17,Currency0,N,Seniority2,Y,2,10-Feb-04,Collateral Type3,Coupon Frequency2,Coupon Type1,10-Feb-19,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name118,Ticker101,Country6,Stripe 2
ISIN506,sp_rating0,moody_rating11,Currency3,N,Seniority1,Y,2,6-Feb-04,Collateral Type1,Coupon Frequency1,Coupon Type3,6-Aug-49,Industry Group2,Industry Sector2,Industry SubGroup2,Issuer Name2,Ticker2,Country1,Stripe 11
ISIN507,sp_rating0,moody_rating11,Currency0,N,Seniority1,Y,2,2-Apr-04,Collateral Type1,Coupon Frequency0,Coupon Type1,2-Apr-49,Industry Group2,Industry Sector2,Industry SubGroup2,Issuer Name207,Ticker2,Country1,Stripe 11
ISIN508,sp_rating9,moody_rating11,Currency0,N,Seniority0,N,2,29-Apr-04,Collateral Type0,Coupon Frequency0,Coupon Type0,29-Apr-24,Industry Group3,Industry Sector3,Industry SubGroup60,Issuer Name204,Ticker158,Country14,Stripe 6
ISIN509,sp_rating12,moody_rating17,Currency0,N,Seniority2,Y,2,6-May-04,Collateral Type3,Coupon Frequency2,Coupon Type1,6-May-19,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name115,Ticker99,Country6,Stripe 2
ISIN510,sp_rating0,moody_rating10,Currency0,N,Seniority0,N,2,20-May-04,Collateral Type0,Coupon Frequency0,Coupon Type0,20-May-24,Industry Group3,Industry Sector3,Industry SubGroup13,Issuer Name130,Ticker108,Country13,Stripe 6
ISIN511,sp_rating12,moody_rating0,Currency2,N,Seniority0,N,2,9-Jun-04,Collateral Type2,Coupon Frequency0,Coupon Type0,9-Jun-22,Industry Group20,Industry Sector4,Industry SubGroup27,Issuer Name208,Ticker160,Country13,Stripe 9
ISIN512,sp_rating6,moody_rating13,Currency2,N,Seniority0,N,2,24-Jun-04,Collateral Type0,Coupon Frequency0,Coupon Type0,24-Jun-19,Industry Group17,Industry Sector6,Industry SubGroup22,Issuer Name209,Ticker128,Country13,Stripe 9
ISIN513,sp_rating0,moody_rating10,Currency2,N,Seniority2,Y,2,9-Jul-04,Collateral Type3,Coupon Frequency0,Coupon Type1,9-Jul-25,Industry Group5,Industry Sector2,Industry SubGroup45,Issuer Name94,Ticker84,Country7,Stripe 10
ISIN514,sp_rating8,moody_rating18,Currency2,N,Seniority0,N,2,29-Sep-04,Collateral Type0,Coupon Frequency1,Coupon Type0,28-Sep-35,Industry Group24,Industry Sector5,Industry SubGroup64,Issuer Name195,Ticker151,Country6,Stripe 9
ISIN515,sp_rating4,moody_rating7,Currency0,N,Seniority1,Y,2,30-Sep-04,Collateral Type2,Coupon Frequency1,Coupon Type3,30-Mar-49,Industry Group5,Industry Sector2,Industry SubGroup45,Issuer Name210,Ticker161,Country9,Stripe 11
ISIN516,sp_rating1,moody_rating10,Currency2,N,Seniority1,Y,2,21-Oct-04,Collateral Type2,Coupon Frequency0,Coupon Type1,30-Jun-49,Industry Group5,Industry Sector2,Industry SubGroup45,Issuer Name211,Ticker103,Country6,Stripe 10
ISIN517,sp_rating1,moody_rating10,Currency3,N,Seniority1,Y,2,21-Oct-04,Collateral Type2,Coupon Frequency1,Coupon Type1,30-Sep-49,Industry Group5,Industry Sector2,Industry SubGroup45,Issuer Name212,Ticker103,Country6,Stripe 3
ISIN518,sp_rating9,moody_rating0,Currency2,N,Seniority1,Y,2,4-Nov-04,Collateral Type2,Coupon Frequency0,Coupon Type1,6-Jan-49,Industry Group2,Industry Sector2,Industry SubGroup7,Issuer Name213,Ticker162,Country7,Stripe 10
ISIN519,sp_rating7,moody_rating8,Currency0,N,Seniority1,Y,2,29-Nov-04,Collateral Type1,Coupon Frequency0,Coupon Type0,31-Dec-49,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name14,Ticker13,Country7,Stripe 3
ISIN520,sp_rating0,moody_rating10,Currency2,N,Seniority1,Y,2,25-Nov-04,Collateral Type1,Coupon Frequency0,Coupon Type1,27-Jul-49,Industry Group2,Industry Sector2,Industry SubGroup7,Issuer Name197,Ticker153,Country7,Stripe 10
ISIN521,sp_rating9,moody_rating11,Currency2,N,Seniority0,N,2,9-Dec-04,Collateral Type0,Coupon Frequency0,Coupon Type0,9-Dec-24,Industry Group2,Industry Sector2,Industry SubGroup2,Issuer Name214,Ticker163,Country6,Stripe 4
ISIN522,sp_rating6,moody_rating10,Currency0,N,Seniority1,Y,2,15-Dec-04,Collateral Type1,Coupon Frequency1,Coupon Type1,15-Dec-49,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name215,Ticker164,Country1,Stripe 11
ISIN523,sp_rating0,,Currency0,N,Seniority1,Y,2,25-Jan-05,Collateral Type1,Coupon Frequency0,Coupon Type1,25-Jan-49,Industry Group2,Industry Sector2,Industry SubGroup2,Issuer Name2,Ticker2,Country1,Stripe 11
ISIN524,sp_rating0,moody_rating17,Currency3,N,Seniority2,N,2,7-Feb-05,Collateral Type2,Coupon Frequency0,Coupon Type1,7-Feb-25,Industry Group5,Industry Sector2,Industry SubGroup45,Issuer Name216,Ticker165,Country3,Stripe 11
ISIN525,sp_rating10,moody_rating3,Currency0,N,Seniority1,Y,2,17-Feb-05,Collateral Type2,Coupon Frequency0,Coupon Type1,17-Feb-49,Industry Group2,Industry Sector2,Industry SubGroup2,Issuer Name31,Ticker21,Country8,Stripe 10
ISIN526,sp_rating9,moody_rating11,Currency2,N,Seniority0,N,2,16-Feb-05,Collateral Type0,Coupon Frequency0,Coupon Type0,15-Dec-15,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name136,Ticker112,Country6,Stripe 10
ISIN527,sp_rating6,moody_rating10,Currency0,N,Seniority1,Y,2,25-Feb-05,Collateral Type1,Coupon Frequency0,Coupon Type3,25-Feb-49,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name215,Ticker164,Country1,Stripe 11
ISIN528,sp_rating9,,Currency0,N,Seniority0,N,2,4-Mar-05,Collateral Type0,Coupon Frequency0,Coupon Type0,4-Mar-25,Industry Group3,Industry Sector3,Industry SubGroup29,Issuer Name217,Ticker166,Country0,Stripe 6
ISIN529,sp_rating12,moody_rating0,Currency0,N,Seniority0,N,2,10-Mar-05,Collateral Type0,Coupon Frequency0,Coupon Type0,10-Mar-20,Industry Group36,Industry Sector3,Industry SubGroup65,Issuer Name218,Ticker146,Country7,Stripe 6
ISIN530,sp_rating2,moody_rating7,Currency0,N,Seniority1,Y,2,15-Mar-05,Collateral Type1,Coupon Frequency0,Coupon Type1,15-Mar-49,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name116,Ticker100,Country7,Stripe 3
ISIN531,sp_rating1,moody_rating10,Currency0,N,Seniority2,Y,2,17-Mar-05,Collateral Type3,Coupon Frequency0,Coupon Type1,18-Mar-30,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name138,Ticker84,Country7,Stripe 4
ISIN532,sp_rating6,moody_rating13,Currency0,N,Seniority0,N,2,24-Mar-05,Collateral Type2,Coupon Frequency0,Coupon Type0,24-Mar-25,Industry Group38,Industry Sector1,Industry SubGroup66,Issuer Name219,Ticker167,Country13,Stripe 5
ISIN533,,moody_rating7,Currency2,N,Seniority1,Y,2,24-Mar-05,Collateral Type1,Coupon Frequency0,Coupon Type1,24-Mar-49,Industry Group2,Industry Sector2,Industry SubGroup7,Issuer Name220,Ticker168,Country7,Stripe 10
ISIN534,,moody_rating16,Currency0,N,Seniority1,Y,2,4-Apr-05,Collateral Type1,Coupon Frequency0,Coupon Type3,30-Jun-49,Industry Group8,Industry Sector2,Industry SubGroup67,Issuer Name221,Ticker169,Country5,Stripe 3
ISIN535,sp_rating6,moody_rating10,Currency0,N,Seniority1,Y,2,28-Apr-05,Collateral Type1,Coupon Frequency0,Coupon Type1,28-Apr-49,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name215,Ticker164,Country1,Stripe 3
ISIN536,sp_rating9,moody_rating11,Currency2,N,Seniority0,N,2,5-May-05,Collateral Type7,Coupon Frequency0,Coupon Type0,4-May-35,Industry Group3,Industry Sector3,Industry SubGroup13,Issuer Name222,Ticker144,Country7,Stripe 9
ISIN537,,moody_rating21,Currency3,N,Seniority1,Y,2,17-Jun-05,Collateral Type1,Coupon Frequency2,Coupon Type2,29-Jun-49,Industry Group5,Industry Sector2,Industry SubGroup11,Issuer Name41,Ticker36,Country5,Stripe 3
ISIN538,,,Currency2,N,Seniority0,N,2,20-Jun-05,Collateral Type0,Coupon Frequency0,Coupon Type0,20-Jun-35,Industry Group23,Industry Sector2,Industry SubGroup31,Issuer Name223,Ticker170,Country7,Stripe 9
ISIN539,sp_rating10,moody_rating3,Currency0,N,Seniority0,N,2,16-Jun-05,Collateral Type2,Coupon Frequency0,Coupon Type0,16-Jun-25,Industry Group4,Industry Sector4,Industry SubGroup4,Issuer Name224,Ticker171,Country7,Stripe 6
ISIN540,sp_rating6,moody_rating13,Currency2,N,Seniority0,N,2,29-Jun-05,Collateral Type0,Coupon Frequency0,Coupon Type0,29-Dec-15,Industry Group17,Industry Sector6,Industry SubGroup22,Issuer Name209,Ticker128,Country13,Stripe 9
ISIN541,sp_rating6,moody_rating17,Currency0,N,Seniority0,N,2,29-Jun-05,Collateral Type0,Coupon Frequency0,Coupon Type0,29-Jun-20,Industry Group3,Industry Sector3,Industry SubGroup13,Issuer Name127,Ticker105,Country8,Stripe 6
ISIN542,sp_rating0,moody_rating0,Currency2,N,Seniority0,N,2,21-Oct-05,Collateral Type7,Coupon Frequency0,Coupon Type0,21-Dec-34,Industry Group36,Industry Sector3,Industry SubGroup65,Issuer Name225,Ticker172,Country7,Stripe 9
ISIN543,sp_rating0,moody_rating0,Currency0,N,Seniority1,Y,2,25-Nov-05,Collateral Type1,Coupon Frequency0,Coupon Type1,25-Nov-04,Industry Group39,Industry Sector4,Industry SubGroup68,Issuer Name226,Ticker173,Country5,Stripe 8
ISIN544,sp_rating12,moody_rating0,Currency2,N,Seniority0,N,2,15-Nov-05,Collateral Type2,Coupon Frequency0,Coupon Type0,15-Nov-35,Industry Group36,Industry Sector3,Industry SubGroup65,Issuer Name227,Ticker174,Country7,Stripe 9
ISIN545,sp_rating12,moody_rating17,Currency0,N,Seniority2,Y,2,30-Nov-05,Collateral Type3,Coupon Frequency2,Coupon Type1,30-Nov-17,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name118,Ticker101,Country6,Stripe 2
ISIN546,sp_rating0,moody_rating10,Currency2,N,Seniority0,N,2,2-Feb-06,Collateral Type2,Coupon Frequency0,Coupon Type0,2-Feb-18,Industry Group17,Industry Sector6,Industry SubGroup22,Issuer Name167,Ticker129,Country9,Stripe 9
ISIN547,sp_rating9,moody_rating11,Currency2,N,Seniority0,N,2,20-Feb-06,Collateral Type7,Coupon Frequency0,Coupon Type0,20-Feb-37,Industry Group3,Industry Sector3,Industry SubGroup60,Issuer Name198,Ticker154,Country7,Stripe 9
ISIN548,sp_rating2,moody_rating7,Currency0,N,Seniority1,Y,2,10-Mar-06,Collateral Type1,Coupon Frequency0,Coupon Type1,10-Mar-49,Industry Group5,Industry Sector2,Industry SubGroup45,Issuer Name107,Ticker94,Country8,Stripe 3
ISIN549,sp_rating10,moody_rating1,Currency3,N,Seniority0,N,2,16-Mar-06,Collateral Type2,Coupon Frequency0,Coupon Type0,16-Mar-16,Industry Group15,Industry Sector1,Industry SubGroup20,Issuer Name32,Ticker28,Country8,Stripe 7
ISIN550,sp_rating9,moody_rating3,Currency2,N,Seniority2,N,2,24-Mar-06,Collateral Type3,Coupon Frequency0,Coupon Type0,24-Mar-46,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name95,Ticker85,Country7,Stripe 10
ISIN551,sp_rating6,moody_rating13,Currency2,N,Seniority0,N,2,24-Mar-06,Collateral Type0,Coupon Frequency0,Coupon Type0,24-Mar-23,Industry Group12,Industry Sector4,Industry SubGroup17,Issuer Name179,Ticker138,Country7,Stripe 9
ISIN552,sp_rating6,moody_rating13,Currency2,N,Seniority0,N,2,24-Mar-06,Collateral Type0,Coupon Frequency0,Coupon Type0,24-Mar-42,Industry Group12,Industry Sector4,Industry SubGroup17,Issuer Name179,Ticker138,Country7,Stripe 9
ISIN553,sp_rating9,moody_rating0,Currency0,N,Seniority0,N,2,26-Apr-06,Collateral Type0,Coupon Frequency0,Coupon Type0,26-Apr-16,Industry Group2,Industry Sector2,Industry SubGroup2,Issuer Name228,Ticker175,Country6,Stripe 10
ISIN554,sp_rating9,moody_rating0,Currency2,N,Seniority0,N,2,26-Apr-06,Collateral Type0,Coupon Frequency0,Coupon Type0,26-Apr-23,Industry Group2,Industry Sector2,Industry SubGroup2,Issuer Name228,Ticker175,Country6,Stripe 10
ISIN555,sp_rating7,moody_rating8,Currency0,N,Seniority1,Y,2,17-May-06,Collateral Type1,Coupon Frequency0,Coupon Type1,31-Mar-66,Industry Group40,Industry Sector5,Industry SubGroup69,Issuer Name229,Ticker176,Country6,Stripe 8
ISIN556,sp_rating15,moody_rating1,Currency2,N,Seniority0,N,2,24-May-06,Collateral Type2,Coupon Frequency0,Coupon Type0,24-May-23,Industry Group8,Industry Sector2,Industry SubGroup51,Issuer Name230,Ticker110,Country18,Stripe 4
ISIN557,sp_rating1,moody_rating13,Currency0,N,Seniority1,Y,2,2-Jun-06,Collateral Type2,Coupon Frequency0,Coupon Type1,2-Jun-04,Industry Group29,Industry Sector0,Industry SubGroup41,Issuer Name231,Ticker177,Country1,Stripe 8
ISIN558,sp_rating6,moody_rating13,Currency2,N,Seniority0,N,2,19-May-06,Collateral Type0,Coupon Frequency0,Coupon Type0,19-May-23,Industry Group17,Industry Sector6,Industry SubGroup22,Issuer Name209,Ticker128,Country13,Stripe 9
ISIN559,sp_rating9,moody_rating11,Currency0,N,Seniority0,N,2,23-May-06,Collateral Type0,Coupon Frequency0,Coupon Type0,23-May-16,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name136,Ticker112,Country6,Stripe 2
